Gene name,Tropical clawed frog gene name,Tropical clawed frog homology type
si:ch73-338o16.4,,ortholog_one2many
exoc5,fbxw9,ortholog_one2one
cnn3a,cnn3,ortholog_one2many
kif13a,,ortholog_one2many
psmd4b,psmd4,ortholog_one2many
myo6b,myo6,ortholog_one2many
apobec2a,apobec2,ortholog_one2many
dkk1a,dkk1,ortholog_one2many
unc119a,unc119,ortholog_one2many
sccpdha.2,sccpdh.2,ortholog_one2many
cyb5r2,cyb5r2,ortholog_one2one
cd99,cd99,ortholog_one2one
myo10,myo10,ortholog_one2one
hbl2,mbl2,ortholog_one2many
eif4ebp2,eif4ebp2,ortholog_one2many
birc7,birc7,ortholog_one2many
birc7,,ortholog_one2many
kdm5bb,kdm5b,ortholog_one2many
spag7,spag7,ortholog_one2one
polh,polh,ortholog_one2one
ttc7b,ttc7b,ortholog_one2one
pax3a,pax3,ortholog_one2many
akr1b1.1,akr1b1,ortholog_one2many
supt16h,supt16h,ortholog_one2one
si:dkey-56i24.1,,ortholog_many2many
si:dkey-56i24.1,XB5872720 [provisional],ortholog_many2many
si:dkey-56i24.1,XB5907743 [provisional],ortholog_many2many
elac1,elac1,ortholog_one2one
focad,focad,ortholog_one2one
syt9b,syt9,ortholog_one2many
cx52.7,gja10,ortholog_one2many
cox17,cox17,ortholog_one2one
si:dkey-6i22.5,bglap,ortholog_one2one
slc37a4a,slc37a4,ortholog_one2one
erc2,btbd9,ortholog_one2one
spink2.1,,ortholog_one2one
tulp4a,tulp4,ortholog_one2many
cers3b,cers3,ortholog_one2many
CYTH2,cyth1,ortholog_one2one
smyd1b,smyd1,ortholog_one2many
si:dkeyp-72e1.6,,ortholog_one2many
myo5c,myo5c,ortholog_one2one
lmbrd2b,lmbrd2,ortholog_one2many
larp4aa,larp4,ortholog_one2many
lingo2a,lingo2,ortholog_one2many
ankrd28b,ankrd28,ortholog_one2many
dnase2,dnase2,ortholog_one2one
tex9,tex9,ortholog_one2one
ptk6a,ptk6,ortholog_one2many
rngtt,alox12b,ortholog_one2one
mrpl52,mrpl52,ortholog_one2one
smyd3,smyd3,ortholog_one2one
slc35b4,slc35b4,ortholog_one2one
ankrd2,ankrd2,ortholog_one2one
RAPGEF2,rapgef2,ortholog_one2many
ube3b,ube3b,ortholog_one2one
gar1,gar1,ortholog_one2one
mycn,mycn,ortholog_one2one
golga1,golga1,ortholog_one2one
piwil2,piwil2,ortholog_one2one
sumf2,sumf2,ortholog_one2one
ppil1,ppil1,ortholog_one2one
tlr1,XB5889249 [provisional:tlr1],ortholog_one2many
tlr1,tlr1,ortholog_one2many
tlr1,tlr6,ortholog_one2many
tpd52,tpd52,ortholog_one2one
cep350,cep350,ortholog_one2one
mosmob,mosmo,ortholog_one2one
maip1,maip1,ortholog_one2one
ankrd29,ankrd29,ortholog_one2one
irf2bp2a,irf2bp2,ortholog_one2many
phkg1a,phkg1,ortholog_one2many
si:ch73-217b7.1,map7,ortholog_one2many
slc35g2b,slc35g2,ortholog_one2many
mast1a,mast1,ortholog_one2many
C10H5orf63,C5orf63,ortholog_one2one
ldhbb,ldhb,ortholog_one2many
nfic,nfic,ortholog_one2one
capgb,capg,ortholog_one2many
dnajc8,dnajc8,ortholog_one2one
icmt,capn5,ortholog_one2one
ttc39c,ttc39c,ortholog_one2one
slkb,slk,ortholog_one2many
arhgef3,arhgef3.2,ortholog_one2one
fgd1,fgd1,ortholog_one2one
ubr2,ubr2,ortholog_one2one
ola1,ola1,ortholog_one2many
CR391986.1,erich1,ortholog_one2one
ube3c,ube3c,ortholog_one2one
olfml2a,olfml2a,ortholog_one2many
fkbp16,,ortholog_one2one
f9b,f9,ortholog_one2one
PAQR9,paqr9,ortholog_one2one
ldhba,ldhb,ortholog_one2many
frmd4bb,frmd4b,ortholog_one2many
tp53i11a,tp53i11,ortholog_one2many
sp3a,sp3,ortholog_one2many
trit1,trit1,ortholog_one2one
npy8br,npy4r,ortholog_one2many
DHDH,dhdh-like.1,ortholog_many2many
DHDH,dhdh,ortholog_many2many
sat1b,sat1,ortholog_one2many
RASSF5,rassf5,ortholog_one2one
hist2h2l,,ortholog_one2many
hist2h2l,h2bc21,ortholog_one2many
hist2h2l,h2bc11,ortholog_one2many
NAMPT,nampt,ortholog_one2many
cdc27,cdc27,ortholog_one2one
actr1,actr1a,ortholog_one2one
mkln1,mkln1,ortholog_one2one
slc29a1b,slc29a1,ortholog_one2many
fam110c,FAM110C,ortholog_one2one
nuf2,nuf2,ortholog_one2one
parp6a,parp6,ortholog_one2many
kctd6b,kctd6,ortholog_one2many
nrn1lb,nrn1l,ortholog_one2many
edn2,edn2,ortholog_one2one
haus1,haus1,ortholog_one2one
ccdc17,ccdc17,ortholog_one2one
amn1,amn1,ortholog_one2one
ppp1r16a,ppp1r16a,ortholog_one2one
COA4,,ortholog_one2one
dnajc10,dnajc10,ortholog_one2one
antxr2b,antxr2,ortholog_one2many
cybc1,cybc1,ortholog_one2one
inpp4aa,inpp4a,ortholog_one2many
slc43a2a,slc43a2,ortholog_one2many
relb,relb,ortholog_one2one
slc19a3b,,ortholog_one2many
slc19a3b,slc19a3,ortholog_one2many
slc19a3b,slc19a3.2,ortholog_one2many
atp6v0d1,atp6v0d1,ortholog_one2one
fam169ab,fam169a,ortholog_one2many
alk,alk,ortholog_one2one
cfap58,cfap58,ortholog_one2one
si:ch211-250e5.2,,ortholog_many2many
si:ch211-250e5.2,b3galt5.3,ortholog_many2many
si:ch211-250e5.2,b3galt5l,ortholog_many2many
si:ch211-250e5.2,b3galt5.2,ortholog_many2many
si:ch211-250e5.2,b3galt5.4,ortholog_many2many
ccn5,ccn5,ortholog_one2one
pth3r,crhr1.1,ortholog_one2one
hps4,hps4,ortholog_one2one
abcb8,abcb8,ortholog_one2one
cryl1,cryl1,ortholog_one2one
znf318,znf318,ortholog_one2one
AMDHD1,amdhd1,ortholog_one2one
oplah,oplah,ortholog_one2one
sun1,sun1,ortholog_one2many
impg2b,impg2,ortholog_one2many
zgc:91850,rbbp6,ortholog_one2many
grin1a,grin1,ortholog_one2many
lmo3,lmo3,ortholog_one2one
col1a1b,col1a1,ortholog_one2many
sh3glb2a,sh3glb2,ortholog_one2many
aars2,,ortholog_one2one
stmnd1,stmnd1,ortholog_one2one
parvb,parvb,ortholog_one2one
atp8b1,atp8b1,ortholog_one2one
mtbp,mtbp,ortholog_one2one
fhl1b,fhl1,ortholog_one2many
hexb,hexb,ortholog_one2one
spns1,spns1,ortholog_one2one
txndc16,txndc16,ortholog_one2one
pparab,ppara,ortholog_many2many
pparab,,ortholog_many2many
dvl3a,dvl3,ortholog_one2many
aipl1,aipl1,ortholog_one2one
kdsr,kdsr,ortholog_one2one
comta,,ortholog_one2many
ptpn2a,ptpn2,ortholog_one2many
klhl4,klhl4,ortholog_one2one
osbpl2b,adrm1,ortholog_one2many
sult3st3,XB5843062 [provisional:sult3a1],ortholog_many2many
sult3st3,XB5897337 [provisional],ortholog_many2many
si:ch211-156l18.7,krt70,ortholog_one2many
kcnk10b,kcnk10,ortholog_one2many
slc8a3,slc8a3,ortholog_one2one
gsto2,gsto2,ortholog_one2many
ackr4b,ackr4,ortholog_one2many
atf6,atf6,ortholog_one2one
phactr2,phactr2,ortholog_one2one
vax2,vax2,ortholog_one2one
rbck1,rbck1,ortholog_many2many
hes2.1,hes2,ortholog_one2many
pde6c,pde6c,ortholog_one2one
pih1d3,dnaaf6,ortholog_one2one
ambra1b,ambra1,ortholog_one2many
zgc:66473,,ortholog_many2many
uxs1,uxs1,ortholog_one2one
adprm,adprm.2,ortholog_one2many
adprm,adprm,ortholog_one2many
cxcr3.1,,ortholog_one2many
cxcr3.3,,ortholog_one2many
plp1b,plp1,ortholog_one2many
slc17a7a,slc17a7,ortholog_one2many
map3k1,map3k1,ortholog_one2one
cep104,cep104,ortholog_one2one
ubash3ba,ubash3b,ortholog_one2many
cnfn,cnfn.1,ortholog_one2many
cnfn,,ortholog_one2many
cnfn,cnfn.3,ortholog_one2many
cnfn,cnfn.2,ortholog_one2many
sgtb,sgtb,ortholog_one2one
si:ch211-202h22.10,,ortholog_many2many
si:ch211-202h22.10,znf184,ortholog_many2many
aqp8a.1,aqp8,ortholog_one2one
ppil6,ppil6,ortholog_one2one
amigo1,amigo1,ortholog_one2one
tpp2,tpp2,ortholog_one2one
wdr12,wdr12,ortholog_one2one
gse1,stk35,ortholog_one2many
si:dkey-240h12.4,nek2,ortholog_one2one
clk4b,clk1,ortholog_one2one
rfx1b,rfx1,ortholog_one2many
si:dkey-102g19.3,,ortholog_many2many
si:dkey-102g19.3,XB5760648 [provisional:pinlyp],ortholog_many2many
si:dkey-102g19.3,XB5756113 [provisional],ortholog_many2many
adgrl3.1,adgrl3,ortholog_one2many
parp8,parp8,ortholog_one2one
slc26a5,slc26a5,ortholog_one2one
march9,marchf9,ortholog_one2one
hoxd3a,hoxd3,ortholog_one2one
GPR89B,gpr89b,ortholog_one2one
syngr3b,syngr3,ortholog_one2many
itga2.1,extl3,ortholog_one2many
pcare2,pcare,ortholog_one2many
poldip3,poldip3,ortholog_one2one
SBK1,sbk1,ortholog_one2one
yipf4,yipf4,ortholog_one2one
commd3,commd3,ortholog_one2one
hps3,hps3,ortholog_one2one
fgf11b,,ortholog_one2many
ogdhb,ogdh,ortholog_one2one
zgc:163080,tmem14a,ortholog_one2one
ccm2l,ccm2l,ortholog_one2one
dynlt1,dynlt1,ortholog_one2one
ankrd16,ankrd16,ortholog_one2one
pde4ba,pde4b,ortholog_one2many
il17ra1a,,ortholog_many2many
il17ra1a,il17rc,ortholog_many2many
rnf26,rnf26,ortholog_one2one
tjp3,tjp3,ortholog_one2one
tp53,tp53,ortholog_one2one
fzr1a,fzr1,ortholog_one2one
shox,shox,ortholog_one2one
ndufaf2,ndufaf2,ortholog_one2one
ncor1,ncor1,ortholog_one2one
srm,srm,ortholog_one2one
zgc:173486,,ortholog_one2many
zgc:173486,znf665,ortholog_one2many
zgc:173486,znf33b,ortholog_one2many
zgc:173486,znf470,ortholog_one2many
zgc:173486,znf33a,ortholog_one2many
zgc:173486,znf208,ortholog_one2many
zgc:173486,znf585b,ortholog_one2many
zgc:173486,gyg2,ortholog_one2many
zgc:173486,znf3,ortholog_one2many
acad8,acad8,ortholog_one2one
znf704,znf704,ortholog_one2one
ankrd37,ankrd37,ortholog_one2one
syf2,syf2,ortholog_one2one
ciz1b,ciz1,ortholog_one2many
atad1a,atad1,ortholog_one2many
capslb,capsl,ortholog_one2one
adra2da,,ortholog_one2many
myt1b,myt1,ortholog_one2many
cdan1,cdan1,ortholog_one2one
rpl4,rpl4,ortholog_one2one
znf609a,znf609,ortholog_one2many
trim35-40,MGC147490,ortholog_many2many
trim35-40,xnf7,ortholog_many2many
si:dkey-40c23.2,dtx3l,ortholog_one2many
rpia,rpia,ortholog_one2one
htr1b,htr1d,ortholog_one2many
triobpa,triobp,ortholog_one2many
cyth1b,cyth2,ortholog_one2many
MYO1D,myo1d,ortholog_one2one
tnfaip8l2b,tnfaip8l2,ortholog_one2many
dhrs7,dhrs7,ortholog_one2one
arhgef10,arhgef10,ortholog_one2one
atg4da,atg4d,ortholog_one2many
nat9,nat9,ortholog_one2one
klhl13,klhl13,ortholog_one2many
zcchc4,,ortholog_one2many
zcchc4,zcchc4,ortholog_one2many
crabp2a,crabp2,ortholog_one2many
calml4a,calml4,ortholog_one2many
chmp2ba,chmp2b,ortholog_one2many
rap1aa,rap1a,ortholog_one2one
npvf,NPVF,ortholog_one2one
mogat3b,mogat3,ortholog_one2one
slc4a11,slc4a11,ortholog_one2one
zgc:91890,,ortholog_one2many
csmd3a,csmd3,ortholog_one2many
abhd10a,abhd10,ortholog_one2many
abca2,abca2,ortholog_one2one
trmt10a,trmt10a,ortholog_one2one
mfsd8,mfsd8,ortholog_one2one
mfap5,mfap5,ortholog_one2one
tfr1a,tfrcl,ortholog_one2many
heatr3,heatr3,ortholog_one2one
adcy1a,adcy1,ortholog_one2many
sybu,sybu,ortholog_one2one
cxcl12b,cxcl12,ortholog_one2many
rbm45,rbm45,ortholog_one2one
kctd4,kctd4,ortholog_one2one
illr3,,ortholog_many2many
draxin,draxin,ortholog_one2many
dnajc25,dnajc25,ortholog_one2one
emp2,emp2,ortholog_one2one
zgc:91968,,ortholog_one2one
mrps27,mrps27,ortholog_one2one
srebf2,srebf2,ortholog_one2one
dtnbp1b,dtnbp1,ortholog_one2many
fbxo3,fbxo3,ortholog_one2one
zanl,,ortholog_one2many
scn8ab,scn8a,ortholog_one2many
adgrl4,adgrl4,ortholog_one2one
kansl1a,kansl1,ortholog_one2many
nhlh2,,ortholog_one2one
eif4ea,kirrel2,ortholog_one2many
drd2a,drd2,ortholog_one2many
clasp1a,clasp1,ortholog_one2one
cdk8,cdk8,ortholog_one2one
ppp1r3ab,ppp1r3a,ortholog_one2many
myhc4,myh4,ortholog_many2many
myhc4,,ortholog_many2many
myhc4,myh8,ortholog_many2many
mzt2b,mzt2b,ortholog_one2one
gclm,gclm,ortholog_one2one
si:ch211-181l5.2,,ortholog_one2many
dnaja3b,dnaja3,ortholog_one2many
sptan1,sptan1,ortholog_one2one
laptm4a,laptm4a,ortholog_one2one
si:ch211-107m4.1,hnrnpul2,ortholog_one2one
ddx27,ddx27,ortholog_one2one
zgc:86609,tmem111,ortholog_one2one
adck2,adck2,ortholog_one2one
xk,xk,ortholog_one2one
si:ch211-225h24.2,tdrp,ortholog_one2one
parla,parl,ortholog_one2many
vps25,vps25,ortholog_one2one
extl2,extl2,ortholog_one2one
scrn3,scrn3,ortholog_one2one
lifra,il6r,ortholog_many2many
lifra,,ortholog_many2many
kcnh6b,kcnh3,ortholog_many2many
phf3,cdc6,ortholog_one2one
itm2bb,itm2b,ortholog_one2many
mavs,mavs,ortholog_one2one
rps11,rps11,ortholog_one2many
si:ch211-113a14.19,,ortholog_many2many
minpp1b,minpp1,ortholog_one2many
ccn2a,ccn2,ortholog_one2one
smo,smo,ortholog_one2one
tax1bp1b,tax1bp1,ortholog_one2many
katnbl1,katnbl1,ortholog_one2one
zgc:174653,,ortholog_many2many
zgc:174653,MGC146893,ortholog_many2many
zgc:174653,znf84,ortholog_many2many
rab11fip5a,rab11fip5,ortholog_one2many
tnfaip8l2a,tnfaip8l2,ortholog_one2many
osr1,osr1,ortholog_one2one
rhot2,rhot2,ortholog_one2one
aftphb,aftph,ortholog_one2many
pou3f1,pou3f1,ortholog_one2one
si:ch211-81a5.5,lrrc71,ortholog_one2one
ssbp1,ssbp1,ortholog_one2one
pacsin1a,pacsin1,ortholog_one2many
zgc:193690,ddx19b,ortholog_one2many
terfa,terf2,ortholog_one2one
si:dkey-285b23.3,nxpe3l.2,ortholog_many2many
si:dkey-285b23.3,,ortholog_many2many
si:dkey-285b23.3,nxpe3l.6,ortholog_many2many
ccdc102a,ccdc102a,ortholog_one2one
tnk2a,,ortholog_one2one
lpar4,lpar4,ortholog_one2one
si:dkeyp-41f9.3,cspg4b,ortholog_one2many
slc5a3a,SLC5A3,ortholog_one2many
rps18,rps18,ortholog_one2one
rassf3,rassf3,ortholog_one2one
tnnt1,tnnt1,ortholog_one2one
pcdh11,pcdh9,ortholog_one2many
ptpn3,ptpn3,ortholog_one2one
hsd17b10,syp,ortholog_one2one
trpv1,trpv2,ortholog_one2one
pold2,kcnk5,ortholog_one2one
si:dkey-76k16.5,glyatl2,ortholog_one2many
cbx8b,cbx8,ortholog_one2many
tafa4a,tafa4,ortholog_one2one
agxtb,agxt,ortholog_one2many
nr0b1,nr0b1,ortholog_one2one
abt1,abt1,ortholog_one2one
secisbp2,secisbp2,ortholog_one2one
zic4,zic4,ortholog_one2one
sptbn1,sptbn1,ortholog_one2many
cx28.8,ccdc14,ortholog_one2one
cyp1d1,cyp1d1,ortholog_one2one
fbxo21,fbxo21,ortholog_one2one
mamdc2a,mamdc2,ortholog_one2one
zgc:103559,XB5950266 [provisional],ortholog_one2one
si:ch211-215a10.4,c6orf136,ortholog_one2one
ugdh,ugdh,ortholog_one2one
mccc1,mccc1,ortholog_one2one
agxta,agxt,ortholog_one2many
b3gnt3.4,b3gnt3.1,ortholog_many2many
b3gnt3.4,b3gnt3.2,ortholog_many2many
wdr4,wdr4,ortholog_one2one
c1ql4b,c1ql4,ortholog_one2many
vegfaa,vegfa,ortholog_one2many
zgc:101569,XB941699 [provisional],ortholog_one2one
arrdc2,arrdc2,ortholog_one2one
oprm1,oprm1,ortholog_one2one
mfap1,mfap1,ortholog_one2one
katnb1,katnb1,ortholog_one2one
cnr2,cnr2,ortholog_one2one
brinp3a.1,brinp2,ortholog_many2many
C18H19orf47,c19orf47,ortholog_one2one
rit1,rit1,ortholog_one2one
tlr21,tlr21,ortholog_one2one
faap24,faap24,ortholog_one2one
lrrc73,lrrc73,ortholog_one2one
p2rx1,p2rx1,ortholog_one2one
nova1,nova1,ortholog_one2many
cyp2k6,cyp2w1,ortholog_one2many
spata6l,spata6l,ortholog_one2one
cacng6b,cacng1,ortholog_one2many
lcn15,ptgds,ortholog_one2many
mtnr1ab,MTNR1A,ortholog_one2many
hmx4,soho1,ortholog_one2one
pappab,trim32,ortholog_one2many
ankrd55,ankrd55,ortholog_one2one
map2k7,map2k7,ortholog_one2one
xpo7,xpo7,ortholog_one2one
rgs17,rgs17,ortholog_one2one
si:rp71-84d9.1,,ortholog_one2many
insig1,insig1,ortholog_one2one
f11r.2,f11r,ortholog_one2many
sacs,sacs,ortholog_one2one
zgc:56525,golm1,ortholog_one2one
chad,chad,ortholog_one2one
slc9a1b,slc9a1,ortholog_one2many
tm9sf5,,ortholog_one2one
isl1,isl1,ortholog_one2one
atp1a1a.5,atp1a1,ortholog_one2many
blnk,blnk,ortholog_one2one
arhgef10la,arhgef10l,ortholog_one2many
krit1,krit1,ortholog_one2one
ano6,ano6,ortholog_one2one
atxn1a,atxn1,ortholog_one2many
cdc6,wipf2,ortholog_one2one
hyal2a,hyal2,ortholog_one2many
tmem222b,tmem222,ortholog_one2many
hyal1,hyal1,ortholog_one2one
asmtl,asmtl,ortholog_one2one
zgc:158689,,ortholog_one2one
LRRC56,lrrc56,ortholog_one2one
plxnb3,plxnb3,ortholog_one2one
cd63,cd63,ortholog_one2one
si:dkeyp-9d4.3,caskin1,ortholog_one2many
ppa1b,ppa2,ortholog_one2many
trim35-34,MGC147490,ortholog_many2many
trim35-34,xnf7,ortholog_many2many
nphp4,nphp4.2,ortholog_one2many
nphp4,,ortholog_one2many
XKR7,XKR7,ortholog_one2many
ccnb2,ccnb2,ortholog_one2one
rer1,rer1,ortholog_one2one
lmod1a,lmod1,ortholog_one2many
cacng6a,cacng1,ortholog_one2many
hectd3,hectd3,ortholog_one2one
edaradd,edaradd,ortholog_one2one
gtf3aa,gtf3a,ortholog_one2many
ryr1a,ryr1,ortholog_one2many
oxr1b,oxr1,ortholog_one2one
sil1,sil1,ortholog_one2one
ccdc9b,,ortholog_one2one
gal3st4,gal3st4.2,ortholog_one2many
gal3st4,gal3st4.1,ortholog_one2many
dlgap4b,dlgap4,ortholog_one2many
cx28.6,gjb4,ortholog_many2many
cx28.6,GJB4,ortholog_many2many
cd44a,cd44,ortholog_one2many
b3gat1a,b3gat1,ortholog_one2many
dscc1,dscc1,ortholog_one2one
aptx,aptx,ortholog_one2one
mdga2a,mdga2,ortholog_one2many
ampd1,ampd1,ortholog_one2one
tmem53,tmem53,ortholog_one2one
si:dkey-32e6.3,,ortholog_one2one
atp6v0a1b,atp6v0a1,ortholog_one2many
ifrd1,ifrd1,ortholog_one2one
numbl,numbl,ortholog_one2one
ciz1a,ciz1,ortholog_one2many
lrrc4bb,lrrc4b,ortholog_one2many
kmt5b,kmt5b,ortholog_one2one
si:ch211-11n16.2,zfyve1l,ortholog_one2one
mdn1,mdn1,ortholog_one2one
stx12,stx12,ortholog_one2many
tent5d,tent5d,ortholog_one2one
epn3b,epn3,ortholog_one2many
bnip3lb,bnip3l,ortholog_one2many
flot1a,flot1,ortholog_one2many
atf7ip2,atf7ip2,ortholog_one2one
tle5,tle5,ortholog_one2many
trim35-27,MGC147490,ortholog_many2many
trim35-27,xnf7,ortholog_many2many
smarcb1a,smarcb1,ortholog_one2many
cdcp1a,cdcp1,ortholog_one2many
ano8b,ano8,ortholog_one2many
akap6,akap6,ortholog_one2one
man2b1,man2b1,ortholog_one2one
lmcd1,lmcd1,ortholog_one2one
adoa,ado,ortholog_one2many
nsmfb,nsmf,ortholog_one2many
zhx3,zhx3,ortholog_one2many
tm9sf4,tm9sf4,ortholog_one2one
si:ch73-61d6.3,ocel1.2,ortholog_one2one
irbpl,rbp3,ortholog_one2many
RIMBP2,rimbp2,ortholog_one2many
si:ch211-133n4.12,,ortholog_many2many
lysmd2,btnl8,ortholog_one2one
si:dkey-184p18.2,c18orf21,ortholog_one2one
ppm1na,ppm1j,ortholog_many2many
tuba7l,,ortholog_one2many
tuba7l,tuba1cl.2,ortholog_one2many
grik5,grik5,ortholog_one2many
tsku,tsku,ortholog_one2one
slc5a11,slc5a11,ortholog_one2one
illr1,,ortholog_many2many
snx7,snx7,ortholog_one2one
plppr5b,plppr5,ortholog_one2many
dpf1,dpf1,ortholog_one2one
insm1b,insm1,ortholog_one2many
rad9a,rad9a,ortholog_one2one
si:dkey-15j16.6,nectin1,ortholog_one2many
zgc:136439,XB5749127 [provisional],ortholog_one2one
camk2g2,camk2g,ortholog_one2many
pon3.2,pon2,ortholog_one2many
tyrp1b,tyrp1,ortholog_one2many
scml4,scml4,ortholog_one2one
dclk3,DCLK3,ortholog_one2one
trim33,trim33,ortholog_one2one
nexn,nexn,ortholog_one2one
strip1,strip1,ortholog_one2one
ppp4r2a,ppp4r2,ortholog_one2many
pstpip2,PSTPIP2,ortholog_one2one
iqcb1,iqcb1,ortholog_one2many
grem1b,grem1,ortholog_one2many
nudt2,nudt2,ortholog_one2one
atp8a2,atp8a2,ortholog_one2one
MFAP4,mfap4.2,ortholog_many2many
MFAP4,,ortholog_many2many
MFAP4,XB5913531 [provisional:mfap4],ortholog_many2many
nr2f6a,nr2f6,ortholog_one2many
gtf2ird1,gtf2ird1,ortholog_one2one
diablob,diablo,ortholog_one2many
zgc:77752,,ortholog_many2many
zgc:77752,ptpdc1,ortholog_many2many
si:ch73-144l3.1,MGC147490,ortholog_many2many
si:ch73-144l3.1,xnf7,ortholog_many2many
nxf1,nxf1,ortholog_many2many
nxf1,,ortholog_many2many
nfu1,nfu1,ortholog_one2one
tab2,tab2,ortholog_one2one
,maz,ortholog_one2many
si:dkey-27p23.3,,ortholog_one2one
znf569l,,ortholog_many2many
znf569l,MGC146893,ortholog_many2many
znf569l,znf84,ortholog_many2many
hs6st3a,nr1d1,ortholog_many2many
hs6st3a,HS6ST3,ortholog_many2many
cradd,cradd.1,ortholog_one2one
tmtc1,tmtc1,ortholog_one2one
cbx7b,cbx7,ortholog_one2many
adam22,adam22,ortholog_one2one
slc20a2,slc20a2,ortholog_one2one
nr5a1b,nr5a1,ortholog_one2many
tmem59,tmem59,ortholog_one2one
akap1b,akap1,ortholog_one2many
trpc4b,trpc4,ortholog_one2many
nup43,nup43,ortholog_one2one
ebna1bp2,ebna1bp2,ortholog_one2one
htt,htt,ortholog_one2one
sema6d,sema6c,ortholog_one2many
htatsf1,htatsf1,ortholog_one2one
si:dkey-51e6.1,,ortholog_one2one
dhx15,dhx15,ortholog_one2one
hoxa9b,,ortholog_one2many
usp6nl,usp6nl,ortholog_one2one
dbf4,dbf4,ortholog_one2one
ctns,ctns,ortholog_one2one
lrrc38a,lrrc38,ortholog_one2one
prmt9,prmt9,ortholog_one2one
ptcd1,ptcd1,ortholog_one2one
parp9,PARP9,ortholog_one2one
si:ch211-229d2.5,,ortholog_one2many
carhsp1,carhsp1,ortholog_one2one
gnrh2,gnrh2,ortholog_many2many
mthfsd,mthfsd,ortholog_one2one
dgkaa,dgka,ortholog_one2many
foxf1,foxf1,ortholog_one2one
map1lc3cl,,ortholog_many2many
map1lc3cl,gabarapl1,ortholog_many2many
sord,sord,ortholog_one2one
mpdu1a,mpdu1,ortholog_one2many
fam189a2,fam189a2,ortholog_one2one
atl2,atl2,ortholog_one2one
zgc:110540,dck.2,ortholog_one2one
etfb,etfb,ortholog_one2one
tmtc3,tmtc3,ortholog_one2one
frem1b,frem1l,ortholog_one2one
pcdh17,pcdh17,ortholog_one2one
zgc:165656,aplf,ortholog_one2one
rhcga,rhcg,ortholog_one2many
faim2b,faim2,ortholog_one2one
nab1b,nab1,ortholog_one2one
TSC22D3,tsc22d3,ortholog_one2one
flt4,flt4,ortholog_one2one
lrp11,,ortholog_one2one
zgc:101583,mgc108429,ortholog_one2one
vps4b,vps4b,ortholog_one2many
sult3st5,XB5843062 [provisional:sult3a1],ortholog_many2many
sult3st5,XB5897337 [provisional],ortholog_many2many
spata13,spata13,ortholog_one2one
dlg2,dlg2,ortholog_one2one
ccdc61,ccdc61,ortholog_one2one
fam131bb,fam131b,ortholog_one2many
lrig1,lrig1,ortholog_one2one
dusp19a,dusp19,ortholog_one2many
si:ch73-215d9.1,kiaa0319,ortholog_one2one
krt95,krt70,ortholog_one2many
ppp2r1ba,ppp2r1b,ortholog_one2many
naif1,naif1,ortholog_one2one
emc6,emc6,ortholog_one2one
si:ch211-126i22.5,kiaa1958,ortholog_one2one
mad1l1,mad1l1,ortholog_one2one
cipca,cipc,ortholog_one2many
si:ch211-152p11.4,rgs16,ortholog_one2one
tfg,tfg,ortholog_one2one
bcl2b,bcl2,ortholog_one2many
bckdk,bckdk,ortholog_one2one
glrx5,glrx5,ortholog_one2one
si:dkey-21c1.4,c17orf80,ortholog_many2many
srp54,srp54,ortholog_one2one
mdm2,slc35e3,ortholog_one2one
krtcap2,krtcap2,ortholog_one2one
ccr7,ccr7,ortholog_one2one
adrb1,ADRB1,ortholog_one2one
znrf1,znrf1,ortholog_one2one
inpp4b,inpp4b,ortholog_one2one
gdap1,gdap1,ortholog_one2one
snpha,SNPH,ortholog_one2many
emilin1a,emilin1,ortholog_one2many
cluap1,cluap1,ortholog_one2one
cyp27a1.2,cyp27a1.3,ortholog_many2many
cyp27a1.2,XB1001094 [provisional:cyp27a1],ortholog_many2many
cyp27a1.2,XB984297 [provisional:cyp27a1],ortholog_many2many
slc50a1,slc50a1,ortholog_one2one
nipbla,nipbl,ortholog_one2many
naa30,naa30,ortholog_one2one
baxb,bax,ortholog_one2one
dapk1,dapk1,ortholog_one2one
kcnk10a,kcnk10,ortholog_one2many
mier3b,mier3,ortholog_one2many
atp10d,atp10d,ortholog_one2one
lyrm2,lyrm2,ortholog_one2one
abcb6a,abcb6,ortholog_one2many
tcap,tcap,ortholog_one2one
lipf,lipa,ortholog_one2one
si:dkey-119f1.1,smc6,ortholog_one2one
zgc:64002,,ortholog_one2many
zgc:64002,XB5873751 [provisional],ortholog_one2many
zgc:64002,XB5789557 [provisional],ortholog_one2many
zgc:64002,XB5846730 [provisional:nnmt],ortholog_one2many
zgc:64002,XB5814630 [provisional:inmt],ortholog_one2many
zgc:64002,XB5846576 [provisional:nnmt],ortholog_one2many
zgc:64002,XB5771954 [provisional:nnmt],ortholog_one2many
zgc:64002,mgc88898,ortholog_one2many
zgc:64002,mgc107884,ortholog_one2many
slc7a10b,slc7a10,ortholog_one2many
moxd1l,,ortholog_one2one
kcnh4b,kcnh4,ortholog_one2many
f2rl1.2,f2rl1,ortholog_one2many
shisa7b,shisa7,ortholog_one2many
bcl9l,bcl9l,ortholog_one2one
si:ch211-114l13.12,,ortholog_many2many
si:ch211-114l13.12,pigr,ortholog_many2many
ube2j2,ube2j2,ortholog_one2one
larp6a,larp6,ortholog_one2one
qpct,qpct,ortholog_one2one
akap8l,akap8l,ortholog_one2one
il12ba,IL12B,ortholog_one2many
