Gene name,Chicken gene name,Chicken homology type
alox5a,ALOX5,ortholog_one2many
atp6ap1la,ATP6AP1L,ortholog_one2many
espl1,ESPL1,ortholog_one2one
eed,EED,ortholog_one2one
dffb,DFFB,ortholog_one2one
tm9sf5,TM9SF2L,ortholog_one2one
gdi2,GDI1,ortholog_one2one
gadd45bb,GADD45B,ortholog_one2many
trmt5,TRMT5,ortholog_one2one
tgm5l,TGM3,ortholog_many2many
tgm5l,EPB42,ortholog_many2many
tgm5l,,ortholog_many2many
tgm5l,TGM6,ortholog_many2many
rgs3b,,ortholog_many2many
rgs3b,RGS3,ortholog_many2many
cenpo,CENPO,ortholog_one2one
rgs4,RGS4,ortholog_one2one
f3a,F3,ortholog_one2one
ntrk1,NTRK1,ortholog_one2one
slc9a1b,SLC9A1,ortholog_one2many
nlk2,NLK,ortholog_one2one
ddost,DDOST,ortholog_one2one
slc27a6,SLC27A6,ortholog_one2one
ifit11,IFIT5,ortholog_one2many
cbr1,CBR3,ortholog_one2one
slit3,SLIT3,ortholog_one2one
chad,CHAD,ortholog_one2one
col14a1a,COL14A1,ortholog_one2many
ifit10,IFIT5,ortholog_one2many
bmi1a,BMI1,ortholog_one2many
pclob,PCLO,ortholog_one2many
zgc:162816,,ortholog_one2one
tgfbr2b,TGFBR2,ortholog_one2many
acsf2,ACSF2,ortholog_one2one
cel.2,CEL,ortholog_one2many
mis18bp1,MIS18BP1,ortholog_one2one
chst11,CHST11,ortholog_one2one
mbd3b,,ortholog_many2many
si:ch211-160j14.3,,ortholog_one2many
asb13a.1,ASB13,ortholog_one2many
prc1b,PRC1,ortholog_one2many
galnt18a,GALNT18,ortholog_one2many
gpr78a,GPR78,ortholog_one2many
clrn2,CLRN2,ortholog_one2one
mmp11b,MMP11,ortholog_one2many
myrip,,ortholog_one2many
ugt5b5,UGT2A1,ortholog_many2many
plek,PLEK,ortholog_one2one
mc3r,MC3R,ortholog_one2one
tcf3a,TCF3,ortholog_one2many
elfn1b,ELFN1,ortholog_one2one
tmem163a,TMEM163,ortholog_one2many
nalcn,NALCN,ortholog_one2one
rps21,RPS21,ortholog_one2one
gng7,GNG7,ortholog_one2one
ANKRD66,ANKRD66,ortholog_one2one
lyrm4,LYRM4,ortholog_one2many
ugt5b1,UGT2A1,ortholog_many2many
arhgap27,ARHGAP27,ortholog_one2many
arl8a,ARL8A,ortholog_one2one
ccr11.1,CCR5,ortholog_many2many
ccr11.1,CCR4,ortholog_many2many
ccr11.1,CCR2,ortholog_many2many
supt6h,SUPT6H,ortholog_one2one
itga4,ITGA4,ortholog_one2one
tmem41ab,TMEM41A,ortholog_one2one
st6galnac3,ST6GALNAC3,ortholog_one2one
map3k15,MAP3K15,ortholog_one2one
nr0b2b,NR0B2,ortholog_one2many
eva1bb,EVA1B,ortholog_one2one
ctsd,CTSD,ortholog_one2one
washc4,WASHC4,ortholog_one2one
im:7147486,ZFP91,ortholog_one2many
tbx5a,TBX5,ortholog_one2many
ugt5b4,UGT2A1,ortholog_many2many
gpx1b,GPX3,ortholog_many2many
cnrip1b,CNRIP1,ortholog_one2many
si:ch211-207k7.4,HSCB,ortholog_one2one
casz1,,ortholog_one2many
slc46a3,SLC46A3,ortholog_one2many
chchd6a,,ortholog_one2many
hexa,HEXA,ortholog_one2one
fam207a,,ortholog_one2one
plekhg5a,PLEKHG5,ortholog_one2many
pdlim5a,PDLIM5,ortholog_one2many
csf3b,CSF3,ortholog_one2many
syngr3b,SYNGR3,ortholog_one2many
apaf1,APAF1,ortholog_one2one
zc3h12a,ZC3H12A,ortholog_one2many
irf7,IRF7,ortholog_one2one
zgc:171517,QDPR,ortholog_one2many
thsd1,THSD1,ortholog_one2many
GPR89B,GPR89A,ortholog_one2one
pigx,PIGX,ortholog_one2one
slc17a6b,SLC17A6,ortholog_one2many
ushbp1,USHBP1,ortholog_one2one
stoml3b,STOML3,ortholog_one2many
arap3,ARAP3,ortholog_one2one
ahsa1a,AHSA1,ortholog_one2many
star,STAR,ortholog_one2one
cyp26c1,CYP26C1,ortholog_one2one
hoxd4a,HOXD4,ortholog_one2one
cadpsa,,ortholog_one2many
aqp7,,ortholog_one2one
cep19,CEP19,ortholog_one2one
grhl2a,GRHL2,ortholog_one2many
edn3b,EDN3,ortholog_one2one
gsap,GSAP,ortholog_one2one
zgc:56525,GOLM1,ortholog_one2one
slc37a1,SLC37A1,ortholog_one2one
ash2l,ASH2L,ortholog_one2one
si:dkey-78a14.4,PNAT10,ortholog_many2many
si:dkey-78a14.4,PNAT3,ortholog_many2many
si:dkey-78a14.4,NAT,ortholog_many2many
hoxd3a,HOXD3,ortholog_one2one
cul1a,CUL1,ortholog_one2many
pik3r2,PIK3R2,ortholog_one2one
ugt5b2,UGT2A1,ortholog_many2many
trappc10,TRAPPC10,ortholog_one2one
gabrr2b,GABRR2,ortholog_one2many
ccdc146,CCDC146,ortholog_one2one
si:dkey-222b8.1,,ortholog_one2many
CEP15,C12H3orf14,ortholog_one2one
kif28,,ortholog_one2many
arhgef18b,ARHGEF18,ortholog_one2many
si:ch73-265h17.2,,ortholog_many2many
sacs,SACS,ortholog_one2one
gtf3c6,GTF3C6,ortholog_one2one
mturn,MTURN,ortholog_one2one
nadsyn1,NADSYN1,ortholog_one2one
ak3,AK3,ortholog_one2one
fezf2,FEZF2,ortholog_one2one
myef2,MYEF2,ortholog_one2one
acbd3,ACBD3,ortholog_one2many
PYURF,PYURF,ortholog_one2one
hip1,HIP1,ortholog_one2one
actr8,ACTR8,ortholog_one2one
cyp2k8,CYP2AC7,ortholog_one2many
kazald3,KAZALD1,ortholog_one2one
cpz,CPZ,ortholog_one2one
si:ch211-287a12.9,,ortholog_one2one
itga2.3,ITGA2,ortholog_one2many
cxxc4,CXXC4,ortholog_one2one
stk38l,STK38L,ortholog_one2one
tpi1a,TPI1,ortholog_one2many
dhcr7,DHCR7,ortholog_one2one
si:ch211-272n13.3,ANKRD26,ortholog_one2one
trpm7,TRPM7,ortholog_one2one
sypl2b,SYPL2,ortholog_one2many
lrrc45,LRRC45,ortholog_one2one
asrgl1,ASRGL1,ortholog_one2one
ppil4,PPIL4,ortholog_one2one
ube2j1,UBE2J1,ortholog_one2one
unc45b,UNC45B,ortholog_one2one
apex1,,ortholog_one2one
si:ch211-203k16.3,,ortholog_one2one
camkk1a,CAMKK1,ortholog_one2many
proser1,PROSER1,ortholog_one2one
si:ch211-183d21.1,,ortholog_one2one
cln6b,CLN6,ortholog_one2many
pop4,POP4,ortholog_one2one
rps17,RPS17,ortholog_one2many
elavl2,ELAVL2,ortholog_one2one
pik3r5,PIK3R5,ortholog_one2one
slc26a5,SLC26A5,ortholog_one2one
srsf11,SRSF11,ortholog_one2one
prdm2b,PRDM2,ortholog_one2one
fabp10b,LBFABP,ortholog_one2many
PLEKHH3,PLEKHH3,ortholog_one2one
prss1,,ortholog_one2many
prss1,PRSS2,ortholog_one2many
prss1,PRSS3,ortholog_one2many
atn1,ATN1,ortholog_one2one
irs2b,IRS2,ortholog_one2many
ccndx,CCND3,ortholog_many2many
f11r.2,F11R,ortholog_one2many
gjd2b,GJD2,ortholog_one2many
dock5,DOCK5,ortholog_one2one
dgcr2,DGCR2,ortholog_one2one
slc16a10,SLC16A10,ortholog_one2one
parp8,PARP8,ortholog_one2one
pthlha,PTHLH,ortholog_one2many
foxn1,FOXN1,ortholog_one2one
commd8,COMMD8,ortholog_one2one
xpc,XPC,ortholog_one2one
orc6,ORC6,ortholog_one2one
adgrl3.1,ADGRL3,ortholog_one2many
emg1,EMG1,ortholog_one2one
tbx3a,TBX3,ortholog_one2one
mylk4a,MYLK4,ortholog_one2many
rps23,RPS23,ortholog_one2one
atrn,ATRN,ortholog_one2one
fgl2a,FGL2,ortholog_one2many
tesmin,TESMIN,ortholog_many2many
map3k2,MAP3K2,ortholog_one2one
gfra2b,GFRA2,ortholog_one2many
ch25h,CH25H,ortholog_one2one
si:ch211-147a11.3,C21H1orf174,ortholog_one2one
nrn1b,NRN1,ortholog_one2many
snrpc,SNRPC,ortholog_one2one
isoc1,ISOC1,ortholog_one2one
rrp7a,RRP7A,ortholog_one2one
drosha,DROSHA,ortholog_one2one
RIN2,RIN2,ortholog_one2many
rx1,RAX2,ortholog_one2many
rbm24b,RBM24,ortholog_one2many
plcd4a,PLCD4,ortholog_one2many
cnep1r1,CNEP1R1,ortholog_one2one
hmgcrb,HMGCR,ortholog_one2many
cope,COPE,ortholog_one2one
maco1b,TMEM57,ortholog_one2many
lyrm9,LYRM9,ortholog_one2one
calm1a,CALML3,ortholog_one2many
opn4xb,OPN4-1,ortholog_one2many
slc13a3,SLC13A3,ortholog_one2one
mast3b,MAST3,ortholog_one2many
rnf145a,RNF145,ortholog_one2many
ntf3,NTF3,ortholog_one2one
slc46a1,SLC46A1,ortholog_one2one
sys1,SYS1,ortholog_one2one
dmxl2,DMXL2,ortholog_one2one
diras1b,DIRAS1,ortholog_one2many
nfyba,NFYB,ortholog_one2many
ftsj1,,ortholog_one2one
wwp1,WWP1,ortholog_one2one
ppm1la,PPM1L,ortholog_one2one
nansa,NANS,ortholog_one2many
zgc:162255,C6orf89,ortholog_one2one
pcnx2,PCNX2,ortholog_one2one
sf3b4,SF3B4,ortholog_one2one
tubg1,TUBG1,ortholog_one2one
cdh13,CDH13,ortholog_one2one
psmc2,PSMC2,ortholog_one2one
ggh,GGH,ortholog_one2one
snapc5,SNAPC5,ortholog_one2one
insig1,INSIG1,ortholog_one2one
pard3ba,PARD3B,ortholog_one2many
il2rga,IL2RG,ortholog_one2many
ipmka,IPMK,ortholog_one2many
dnase2b,DNASE2B,ortholog_one2one
si:rp71-84d9.1,,ortholog_one2many
hspa8b,HSPA8,ortholog_one2many
pitx3,,ortholog_one2one
clk4b,CLK1,ortholog_one2one
nrde2,NRDE2,ortholog_one2one
jdp2a,JDP2,ortholog_one2many
nhsl1b,NHSL1,ortholog_one2many
ppp3r1a,PPP3R1,ortholog_one2many
tet2,TET2,ortholog_one2one
zdhhc8b,ZDHHC8,ortholog_one2one
xpot,XPOT,ortholog_one2one
klf17,,ortholog_one2one
hipk1a,HIPK1,ortholog_one2many
cdc16,CDC16,ortholog_one2one
vps35,VPS35,ortholog_one2one
rrbp1a,RRBP1,ortholog_one2many
hoxd9a,HOXD9,ortholog_one2one
arl4cb,ARL4C,ortholog_one2many
fibcd1,FIBCD1,ortholog_one2many
yipf3,YIPF3,ortholog_one2one
mhc2bl,MHCY2B1,ortholog_many2many
mhc2bl,,ortholog_many2many
mhc2bl,BLB2,ortholog_many2many
mhc2bl,BLB1,ortholog_many2many
mhc2bl,MHCY2B2,ortholog_many2many
dhrs3a,DHRS3,ortholog_one2many
zgc:158258,C1orf116,ortholog_one2many
rgs17,RGS17,ortholog_one2one
ppa2,PPA2,ortholog_one2one
ACTC1,ACTC1,ortholog_one2many
ACTC1,,ortholog_one2many
dscama,DSCAM,ortholog_one2many
mocs3,MOCS3,ortholog_one2one
abcc10,,ortholog_one2one
xpo7,XPO7,ortholog_one2one
cxcr4a,CXCR4,ortholog_one2many
nudcd2,NUDCD2,ortholog_one2one
hddc3,HDDC3,ortholog_one2one
gosr1,GOSR1,ortholog_one2one
zgc:56699,GTSF2,ortholog_one2many
thrap3b,THRAP3,ortholog_one2many
dop1a,DOP1A,ortholog_one2one
slc2a8,SLC2A8,ortholog_one2one
tbc1d2b,TBC1D2B,ortholog_one2one
ccka,CCK,ortholog_one2many
CACNA2D1,CACNA2D1,ortholog_one2many
atxn7l2b,ATXN7L2,ortholog_one2many
zgc:112982,CXorf23,ortholog_one2one
en2a,EN2,ortholog_one2many
chchd10,CHCHD10,ortholog_one2one
vps33b,VPS33B,ortholog_one2one
sarm1,SARM1,ortholog_one2one
si:dkeyp-30d6.2,,ortholog_many2many
si:dkeyp-30d6.2,GBP,ortholog_many2many
snx9b,SNX9,ortholog_one2many
grxcr1a,GRXCR1,ortholog_one2many
si:cabz01007802.1,APOLD1,ortholog_one2many
nudc,NUDC,ortholog_one2one
tmem129,TMEM129,ortholog_one2one
si:ch211-103f14.3,,ortholog_many2many
ferd3l,FERD3L,ortholog_one2one
crybb2,CRYBB2,ortholog_one2one
ddt,DDTL,ortholog_many2many
asb14a,ASB14,ortholog_one2many
map2k2a,MAP2K2,ortholog_one2many
rgs5a,RGS5,ortholog_one2one
hhatlb,HHATL,ortholog_one2many
si:zfos-2326c3.2,NRK,ortholog_one2one
xpo4,XPO4,ortholog_one2one
gdnfb,GDNF,ortholog_one2many
itga11b,ITGA11,ortholog_one2many
caprin2,CAPRIN2,ortholog_one2one
otol1a,OTOL1,ortholog_one2many
fahd1,FAHD1,ortholog_one2one
nmt2,NMT2,ortholog_one2one
ccdc40,CCDC40,ortholog_one2one
hoxd10a,HOXD10,ortholog_one2one
mylk3,MYLK3,ortholog_one2one
ube2z,UBE2Z,ortholog_one2one
ncalda,NCALD,ortholog_one2one
klf6a,KLF6,ortholog_one2one
dmtn,DMTN,ortholog_one2one
qpct,QPCT,ortholog_one2one
si:cabz01007807.1,APOLD1,ortholog_one2many
smad6b,SMAD6,ortholog_one2many
gtpbp1l,GTPBP1,ortholog_one2many
selenoi,SELENOI,ortholog_one2one
pcp4a,PCP4,ortholog_one2many
polr2j,,ortholog_one2one
sla1a,SLA,ortholog_one2many
rreb1b,RREB1,ortholog_one2many
map7d2b,MAP7D2,ortholog_one2many
cnot10,CNOT10,ortholog_one2one
cd180,CD180,ortholog_one2one
galn,GAL,ortholog_one2one
prkab1b,PRKAB1,ortholog_one2many
bloc1s1,BLOC1S1,ortholog_one2one
inpp5b,INPP5B,ortholog_one2one
map2k2b,MAP2K2,ortholog_one2many
si:ch211-212c13.8,OVST,ortholog_many2many
si:ch211-212c13.8,,ortholog_many2many
atp8a1,ATP8A1,ortholog_one2many
si:dkey-194e6.2,DUSP29,ortholog_one2many
tmem208,TMEM208,ortholog_one2one
cib2,CIB2,ortholog_one2one
greb1,GREB1,ortholog_one2one
chaf1a,CHAF1A,ortholog_one2one
srsf10b,SRSF10,ortholog_one2one
fam49ba,FAM49B,ortholog_one2many
si:dkeyp-27c8.1,DUSP29,ortholog_one2many
ece2b,ECE2,ortholog_one2one
zgc:110339,,ortholog_one2many
itpka,ITPKA,ortholog_many2many
itih3a,ITIH3,ortholog_one2many
yod1,YOD1,ortholog_one2one
psmd3,PSMD3,ortholog_one2one
hikeshi,HIKESHI,ortholog_one2one
lamc2,LAMC1,ortholog_one2one
bcs1l,BCS1L,ortholog_one2one
lrrc61,LRRC61,ortholog_one2one
mycbp,MYCBP,ortholog_one2one
tln2a,TLN2,ortholog_one2many
glmna,GLMN,ortholog_one2many
ankrd55,ANKRD55,ortholog_one2one
mpp6b,PALS2,ortholog_one2many
larp6a,LARP6,ortholog_one2one
tulp1b,TULP1,ortholog_one2many
pbdc1,,ortholog_one2one
cerkl,CERKL,ortholog_one2one
tpgs2,TPGS2,ortholog_one2one
dcbld2,DCBLD2,ortholog_one2one
ydjc,YDJC,ortholog_one2one
elmsan1a,MIDEAS,ortholog_one2many
slc6a15,SLC6A15,ortholog_one2one
alkbh5,ALKBH5,ortholog_one2one
pappab,PAPPA,ortholog_one2many
sdf2l1,SDF2L1,ortholog_one2one
igf2bp2b,IGF2BP2,ortholog_one2many
SBNO2,SBNO2,ortholog_one2many
gpd1c,GPD1L2,ortholog_one2one
scarf1,SCARF1,ortholog_one2one
rab5ab,RAB5A,ortholog_one2many
acy1,ACY1,ortholog_one2many
myo15ab,MYO15A,ortholog_one2many
ube2l3b,UBE2L3,ortholog_one2many
tspan1,TSPAN1,ortholog_one2one
hmx4,SOHO1,ortholog_many2many
stambpl1,STAMBPL1,ortholog_one2one
zpld1a,ZPLD1,ortholog_one2many
sdk2b,SDK2,ortholog_one2many
slc25a16,SLC25A16,ortholog_one2one
vegfc,VEGFC,ortholog_one2one
phykpl,PHYKPL,ortholog_one2one
ap5m1,AP5M1,ortholog_one2one
colq,COLQ,ortholog_one2many
crkl,CRKL,ortholog_one2one
sowahd,,ortholog_one2one
rilp,RILP,ortholog_one2one
FAR2,FAR2,ortholog_one2one
col4a1,COL4A1,ortholog_one2one
plekhf1,PLEKHF1,ortholog_many2many
plekhf1,,ortholog_many2many
csnk1g1,CSNK1G1,ortholog_one2one
syt16,SYT16,ortholog_one2one
rdh1,,ortholog_one2one
slc38a10,SLC38A10,ortholog_one2one
ift80,IFT80,ortholog_one2one
vtna,VTN,ortholog_one2many
cyp27c1,CYP27C1,ortholog_one2one
phldb2a,PHLDB2,ortholog_one2many
plk2b,PLK2,ortholog_one2many
ctss1,,ortholog_many2many
ctss1,TINAG,ortholog_many2many
pdzd2,PDZD2,ortholog_one2one
picalma,PICALM,ortholog_one2many
evx2,EVX2,ortholog_one2one
cx52.9,GJA9,ortholog_one2one
dhrs9,DHRS9,ortholog_one2one
bicc1a,BICC1,ortholog_one2many
psmc3ip,PSMC3IP,ortholog_one2one
tbc1d30,TBC1D30,ortholog_one2one
zbtb22b,ZBTB22,ortholog_one2many
slc7a6os,SLC7A6OS,ortholog_one2one
alkbh4,ALKBH4,ortholog_one2one
mtmr10,MTMR10,ortholog_one2one
si:ch211-261d7.6,,ortholog_one2one
ube2j2,UBE2J2,ortholog_one2one
syt6b,SYT6,ortholog_one2many
tm2d1,TM2D1,ortholog_one2one
tead3a,TEAD3,ortholog_one2many
calcr,CALCR,ortholog_one2one
ube4a,UBE4A,ortholog_one2one
gria2a,GRIA2,ortholog_one2many
mtmr8,MTMR8,ortholog_one2one
homer3b,HOMER3,ortholog_one2many
ebf3a,EBF1,ortholog_one2many
acss2,ACSS2,ortholog_one2one
hoxd12a,HOXD12,ortholog_one2one
si:ch211-63o20.7,,ortholog_many2many
csrnp1a,CSRNP1,ortholog_one2many
ttll9,TTLL9,ortholog_one2one
patj,PATJ,ortholog_one2one
hoxd11a,HOXD11,ortholog_one2many
esrp2,ESRP2,ortholog_one2one
chd5,CHD5,ortholog_one2one
slc1a8b,,ortholog_one2one
si:ch211-114l13.12,,ortholog_many2many
si:ch211-114l13.12,PIGR,ortholog_many2many
loxl3a,LOXL3,ortholog_one2many
rplp0,RPLP0,ortholog_one2one
zyx,ZYX,ortholog_one2one
sdcbp,SDCBP2,ortholog_many2many
fdxacb1,FDXACB1,ortholog_one2one
psmb4,PSMB4,ortholog_one2one
hydin,HYDIN,ortholog_one2one
dchs1a,,ortholog_one2many
smurf2,SMURF2,ortholog_one2one
zbtb17,ZBTB17,ortholog_one2one
sft2d3,SFT2D3,ortholog_one2one
smc4,SMC4,ortholog_one2one
si:dkey-240h12.4,,ortholog_one2one
olfml3b,OLFML3,ortholog_one2many
gstt1b,GSTT1L,ortholog_one2many
tjp1b,TJP1,ortholog_one2many
RAPGEF4,RAPGEF4,ortholog_one2many
mtnr1ab,MTNR1A,ortholog_one2many
nos2b,NOS2,ortholog_one2many
rgs16,RGS16,ortholog_one2many
rac3b,RAC3,ortholog_one2many
psd3l,PSD3,ortholog_one2one
C7H19orf12,C19orf12,ortholog_many2many
C7H19orf12,,ortholog_many2many
CHST13,CHST13,ortholog_one2one
nr2f6b,NR2F6,ortholog_one2many
impact,IMPACT,ortholog_one2one
il10rb,IFNAR1,ortholog_one2one
tomm70a,TOMM70,ortholog_one2one
lcn15,PTGDS,ortholog_one2many
itga2.2,ITGA2,ortholog_one2many
her7,HEYL,ortholog_many2many
camsap1a,CAMSAP1,ortholog_one2many
si:dkey-4p15.5,,ortholog_many2many
atp5mc1,,ortholog_one2one
pnocb,PNOC,ortholog_one2many
tubb4b,TUBB4B,ortholog_one2many
ogfrl1,OGFRL1,ortholog_one2one
tm2d3,TM2D3,ortholog_one2one
ocstamp,OCSTAMP,ortholog_one2one
dkk3b,DKK3,ortholog_one2many
cisd1,CISD1,ortholog_one2one
ugcg,UGCG,ortholog_one2one
pigl,PIGL,ortholog_one2one
dchs1b,,ortholog_one2many
kel,MME,ortholog_one2one
matk,MATK,ortholog_one2one
adra2c,ADRA2C,ortholog_one2one
timmdc1,TIMMDC1,ortholog_one2one
snrpe,SNRPE,ortholog_one2one
ugp2b,UGP2,ortholog_one2many
bcl9l,BCL9L,ortholog_one2one
cyp27a7,CYP27A1,ortholog_one2many
mlycd,MLYCD,ortholog_one2one
pth1a,PTH,ortholog_one2many
abcd3a,ABCD3,ortholog_one2one
syt11a,SYT11,ortholog_one2many
ano5b,ANO5,ortholog_one2many
atp2b1b,ATP2B1,ortholog_one2many
rgma,RGMA,ortholog_one2one
pip5k1bb,PIP5K1B,ortholog_one2many
snapc1b,SNAPC1,ortholog_one2many
gse1,GSE1,ortholog_one2many
eef1g,EEF1G,ortholog_one2one
slc35e3,SLC35E3,ortholog_one2one
ing5a,ING5,ortholog_one2many
kirrel1a,KIRREL,ortholog_one2many
nectin1a,NECTIN1,ortholog_one2many
penkb,PENK,ortholog_one2many
cenpv,,ortholog_one2one
sesn2,SESN2,ortholog_one2one
ercc3,ERCC3,ortholog_one2one
tead3b,TEAD3,ortholog_one2many
gorasp1a,GORASP1,ortholog_one2one
gab2,GAB2,ortholog_one2one
slc6a9,SLC6A9,ortholog_one2one
ppcs,PPCS,ortholog_one2one
rgs8,RGS8,ortholog_one2one
rgs9b,RGS9,ortholog_one2many
cdh10a,CDH10,ortholog_one2many
lft2,LEFTY1,ortholog_one2many
spag6,SPAG6,ortholog_one2one
si:dkeyp-69c1.7,THY1,ortholog_one2many
rpl39,RPL39L,ortholog_one2one
znf76,ZNF76,ortholog_one2one
csmd2,,ortholog_one2one
ak9,AK9,ortholog_one2one
si:dkey-245p14.4,EXOC1L,ortholog_one2one
mfsd4ab,MFSD4A,ortholog_one2many
si:dkey-166k12.1,SLC22A5,ortholog_many2many
si:dkey-166k12.1,SLC22A4,ortholog_many2many
si:dkey-166k12.1,SLC22A3,ortholog_many2many
zic3,ZIC3,ortholog_one2one
rpf2,RPF2,ortholog_one2one
UBB,,ortholog_one2many
UBB,UBB,ortholog_one2many
mvb12a,MVB12A,ortholog_one2one
smc2,SMC2,ortholog_one2one
git2a,GIT2,ortholog_one2many
mrps21,MRPS21,ortholog_one2one
b3gat2,B3GAT2,ortholog_one2one
wdr12,WDR12,ortholog_one2one
atp1b3b,ATP1B3,ortholog_one2many
pik3r4,PIK3R4,ortholog_one2one
upf3b,UPF3B,ortholog_one2one
F2R,F2RL1,ortholog_one2many
ahctf1,AHCTF1,ortholog_one2one
neurod1,NEUROD1,ortholog_one2one
clint1a,CLINT1,ortholog_one2many
ccdc88c,CCDC88C,ortholog_one2one
kcnh4b,KCNH4,ortholog_one2many
f11r.1,F11R,ortholog_one2many
mapk9,MAPK9,ortholog_one2one
gbf1,GBF1,ortholog_one2one
clmn,CLMN,ortholog_one2many
cel.1,CEL,ortholog_one2many
ess2,DGCR14,ortholog_one2one
srek1,SREK1,ortholog_one2one
tpp2,TPP2,ortholog_one2one
idh3a,IDH3A,ortholog_one2one
ntn2,NTN3,ortholog_one2one
ankrd22,ANKRD22,ortholog_one2one
slc41a2a,SLC41A2,ortholog_one2many
rps8a,RPS8,ortholog_one2many
nlrc3,NLRC3,ortholog_one2one
cfap298,C21orf59,ortholog_one2one
nxnl1,NXNL1,ortholog_one2one
avpr1aa,AVPR1A,ortholog_one2many
mrps23,MRPS23,ortholog_one2one
spc25,SPC25,ortholog_one2one
COLGALT1,COLGALT1,ortholog_one2many
gria3b,GRIA3,ortholog_one2many
lrwd1,LRWD1,ortholog_one2one
nova1,,ortholog_many2many
nova1,NOVA1,ortholog_many2many
znf395b,ZNF395,ortholog_one2many
sox13,SOX13,ortholog_one2one
plekha8,PLEKHA8,ortholog_one2one
crabp2b,CRABP2,ortholog_one2many
ccny,CCNY,ortholog_one2one
cntnap2b,CNTNAP2,ortholog_one2one
hadh,HADH,ortholog_one2one
pno1,PNO1,ortholog_one2one
etnk2,ETNK2,ortholog_one2one
diaph3,DIAPH3,ortholog_one2one
wbp2nl,WBP2NL,ortholog_one2one
nid2a,NID2,ortholog_one2many
si:ch211-102c2.7,CCDC117,ortholog_one2one
ccn4a,WISP1,ortholog_one2many
si:ch211-197l9.5,,ortholog_one2one
ppil6,PPIL6,ortholog_one2one
dnajb4,DNAJB4,ortholog_one2one
p2rx4a,P2RX4,ortholog_one2many
si:zfos-2070c2.3,MHCY2B1,ortholog_many2many
si:zfos-2070c2.3,,ortholog_many2many
si:zfos-2070c2.3,BLB2,ortholog_many2many
si:zfos-2070c2.3,BLB1,ortholog_many2many
si:zfos-2070c2.3,MHCY2B2,ortholog_many2many
SLC46A3,SLC46A3,ortholog_one2many
lamb1b,LAMB1,ortholog_one2many
insrb,INSR,ortholog_one2many
slc7a10b,SLC7A10,ortholog_one2many
slc25a24l,SLC25A25,ortholog_one2many
hlfb,HLF,ortholog_one2one
ndrg1a,NDRG1,ortholog_one2many
kif25,KIF25,ortholog_one2one
si:ch73-265h17.1,,ortholog_many2many
dusp1,DUSP1,ortholog_one2one
dnajc27,DNAJC27,ortholog_one2one
aqp8a.1,AQP8,ortholog_one2one
p2rx1,P2RX1,ortholog_one2one
si:dkey-22i16.9,CLMP,ortholog_many2many
timd4,HAVCR1,ortholog_many2many
timd4,TIMD4,ortholog_many2many
elfn2a,ELFN2,ortholog_one2many
zgc:66433,,ortholog_one2many
tet1,TET1,ortholog_one2one
smap1,SMAP1,ortholog_one2one
pip4p1a,,ortholog_one2many
tmem161b,TMEM161B,ortholog_one2one
si:dkey-119f1.1,SMC6,ortholog_one2one
mrpl10,MRPL10,ortholog_one2one
pias4b,PIAS4,ortholog_one2many
stk25b,STK25,ortholog_one2many
etaa1,ETAA1,ortholog_one2many
dcun1d2a,DCUN1D2,ortholog_one2many
fitm2,FITM2,ortholog_one2one
vkorc1l1,VKORC1L1,ortholog_one2one
stk25a,STK25,ortholog_one2many
cmlc1,MYL4,ortholog_one2many
map3k5,MAP3K5,ortholog_one2one
pik3r6a,,ortholog_one2many
lrrc73,LRRC73,ortholog_one2one
NDUFAF8,NDUFAF8,ortholog_one2one
nrarpb,NRARP,ortholog_one2many
faap24,FAAP24,ortholog_one2one
dhx33,DHX33,ortholog_one2one
si:ch211-156l18.8,GPR179,ortholog_one2one
r3hdml,R3HDML,ortholog_one2one
reep3a,REEP3,ortholog_one2many
prkag1,PRKAG1,ortholog_one2one
rpl23a,,ortholog_one2one
capga,CAPG,ortholog_one2many
panx1b,PANX1,ortholog_one2many
cycsb,,ortholog_one2one
paqr8,PAQR8,ortholog_one2one
dcxr,DCXR,ortholog_one2one
npy,NPY,ortholog_one2one
cep55l,CEP55,ortholog_one2one
wdr33,WDR33,ortholog_one2one
olfm2b,OLFM2,ortholog_one2many
map2k4b,MAP2K4,ortholog_one2many
yrdc,YRDC,ortholog_one2one
zgc:109986,,ortholog_one2one
ccser1,CCSER1,ortholog_one2one
parvab,PARVA,ortholog_one2many
si:dkey-108k21.19,,ortholog_one2many
daxx,DAXX,ortholog_one2one
rpl22,RPL22,ortholog_one2one
fat1b,FAT1,ortholog_one2many
zgc:162396,,ortholog_one2many
gpr61,GPR61,ortholog_one2one
sel1l,SEL1L,ortholog_one2one
polr1b,POLR1B,ortholog_one2one
prkcha,PRKCH,ortholog_one2many
si:dkey-92j12.5,MPDZ,ortholog_one2one
gnai3,GNAI3,ortholog_one2many
gnai3,GNAI1,ortholog_one2many
soat1,SOAT1,ortholog_one2one
tecrb,TECR,ortholog_one2many
mfng,MFNG,ortholog_one2one
klhl40b,KLHL40,ortholog_one2many
nars2,NARS2,ortholog_one2one
henmt1,HENMT1,ortholog_one2one
mhc2dab,MHCY2B1,ortholog_many2many
mhc2dab,,ortholog_many2many
mhc2dab,BLB2,ortholog_many2many
mhc2dab,BLB1,ortholog_many2many
